pH,Fat,Lactose,Protein,Gravity,SNF,Temperature,Gas,EC,Class
6.85,8.04,5.36,3.92,28.89,8.99,25.87,191.65,3.24,Pure
6.81,6.01,5.24,3.87,29.78,8.85,17.47,192.02,2.61,Pure
6.78,5.66,5.22,3.92,29.91,8.38,19.36,192.14,2.68,Pure
6.89,7.15,5.06,3.86,29.35,8.85,19.41,209.73,2.67,Pure
6.71,6.17,4.51,3.86,28.53,8.05,22.06,210.11,2.98,Pure
6.54,8.39,4.79,3.57,29.33,8.64,19.48,202.51,3.47,Pure
6.46,6.07,5.06,3.69,28.59,8.80,27.36,196.93,3.42,Pure
6.58,7.16,5.42,3.99,29.27,8.42,16.61,203.71,3.13,Pure
6.79,5.65,4.72,3.74,28.55,8.42,23.24,196.69,3.17,Pure
6.78,7.26,4.87,3.87,28.17,8.26,22.86,198.63,3.07,Pure
6.83,7.95,4.85,3.90,29.50,8.54,21.31,205.27,3.40,Pure
6.50,6.78,4.53,3.82,29.45,8.97,16.36,198.54,2.64,Pure
6.85,6.48,5.03,3.67,29.25,8.73,16.14,202.43,2.55,Pure
6.51,7.28,5.36,3.60,28.76,8.67,24.05,194.5,3.45,Pure
6.71,5.60,5.37,3.93,29.23,8.59,18.49,209.07,2.77,Pure
6.79,6.25,4.92,3.87,28.81,8.97,25.29,201.27,2.80,Pure
6.63,7.11,4.58,3.67,29.77,8.71,22.42,195.08,2.86,Pure
6.88,7.55,4.71,3.61,28.19,8.94,17.9,192.06,3.25,Pure
6.71,6.13,4.60,3.67,29.17,8.84,21.18,192.72,2.64,Pure
6.75,5.62,4.61,3.97,29.70,8.57,25.3,202.55,2.84,Pure
6.52,6.36,4.93,3.68,29.88,8.53,16.45,202.01,2.77,Pure
6.84,7.22,4.94,3.58,29.74,8.81,17.3,207.05,2.85,Pure
6.82,7.39,4.83,4.00,29.78,8.37,20.77,194.95,2.89,Pure
6.44,7.13,5.21,3.65,28.90,8.87,25.53,191.23,2.72,Pure
6.90,5.75,5.48,3.66,29.12,8.14,19.15,210.73,3.27,Pure
6.81,8.15,4.72,3.63,29.79,8.49,18.34,194,2.67,Pure
6.44,8.23,4.55,3.64,28.99,8.28,18.27,200.77,2.62,Pure
6.66,7.85,5.10,3.69,29.47,8.47,23.41,210.19,3.28,Pure
6.68,6.35,5.48,3.53,28.19,8.92,24.99,201.1,3.20,Pure
6.58,7.35,5.20,3.95,29.07,8.57,24.43,206.35,3.13,Pure
6.47,5.52,5.13,3.91,29.28,8.29,22.17,199.45,2.78,Pure
6.46,6.05,4.78,3.73,29.42,8.25,26.33,195.69,2.55,Pure
6.47,7.42,4.64,3.97,29.39,8.51,23.01,206.06,3.23,Pure
6.81,5.62,4.61,3.65,28.73,8.32,18.38,208.66,3.43,Pure
6.73,7.00,4.83,3.83,28.48,8.74,23.33,195.94,3.06,Pure
6.87,6.84,4.88,3.97,29.48,8.92,16.87,205.07,2.61,Pure
6.52,8.30,5.14,3.91,28.94,8.89,19.37,203.83,3.04,Pure
6.86,7.07,4.94,3.56,28.64,8.67,20.35,208.41,2.91,Pure
6.55,7.99,5.23,3.82,29.62,8.07,19.02,197.8,2.67,Pure
6.72,7.57,5.11,3.84,29.41,8.92,19.22,191.44,3.19,Pure
6.83,6.98,4.67,3.82,28.43,8.75,18.8,202.76,2.65,Pure
6.83,7.09,5.30,3.99,28.37,8.19,16,191.85,2.81,Pure
6.79,6.93,5.50,3.87,29.33,8.50,20.44,193.3,2.74,Pure
6.78,7.72,4.87,3.87,29.02,8.54,19.26,201.52,2.77,Pure
6.41,8.06,5.08,3.96,29.65,8.20,18.98,208.87,2.60,Pure
6.68,7.35,4.74,3.62,29.20,8.96,24.89,201.81,2.55,Pure
6.82,7.12,5.44,3.86,28.68,8.74,18.36,203.62,3.43,Pure
6.86,5.66,4.67,3.64,28.27,8.36,24.88,209.73,3.31,Pure
6.62,6.38,4.83,3.64,29.18,8.37,20.22,204.45,3.48,Pure
6.82,8.10,5.26,3.61,28.33,8.42,28.01,197.47,3.13,Pure
6.78,5.58,4.98,3.77,28.72,8.10,21.01,205.4,3.05,Pure
6.88,6.72,4.57,3.77,28.41,8.08,22.3,198.21,3.17,Pure
6.59,8.13,5.00,3.58,28.97,8.85,20.73,201.39,3.17,Pure
6.46,6.27,5.40,3.59,29.10,8.76,25.26,202.67,2.98,Pure
6.47,6.46,5.11,3.63,29.61,8.56,15.87,198.71,3.05,Pure
6.70,7.10,4.53,3.50,28.93,8.32,20.57,208.12,3.04,Pure
6.57,7.46,5.31,3.64,29.07,8.39,20.09,201.76,2.83,Pure
6.71,6.54,5.42,3.65,28.26,8.26,21.09,204.41,2.57,Pure
6.47,8.06,4.79,3.66,28.79,8.62,27.64,192.31,3.45,Pure
6.72,8.36,5.29,3.70,29.82,8.87,16.4,207.26,2.98,Pure
6.63,5.51,4.98,3.86,28.41,8.53,23.72,200.32,2.79,Pure
6.57,6.43,4.69,3.79,29.92,8.67,26.82,206.47,2.94,Pure
6.58,5.58,5.19,3.85,28.01,8.18,22.38,195.61,3.18,Pure
6.52,7.35,4.62,3.71,29.39,8.97,25.22,195.98,2.97,Pure
6.68,6.20,4.92,3.70,28.35,8.40,23.21,209.4,3.14,Pure
6.41,7.09,4.56,3.70,28.46,8.68,20.28,191.9,2.64,Pure
6.81,6.96,5.07,3.99,28.24,8.52,18.51,205.69,2.99,Pure
6.58,7.53,4.98,3.59,28.77,8.11,27.19,208.08,2.98,Pure
6.51,6.11,4.73,3.94,29.79,8.38,21.43,203.33,3.15,Pure
6.52,7.76,4.77,3.64,28.49,8.57,23.76,197.76,2.99,Pure
6.90,6.26,4.73,3.90,28.35,8.34,20.56,199,2.52,Pure
6.83,5.98,5.17,3.60,28.53,8.72,22.32,196.56,3.42,Pure
6.89,7.08,5.49,3.59,29.80,8.22,24.65,208.08,3.07,Pure
6.41,8.24,4.86,3.87,28.19,8.88,26.74,194.21,3.20,Pure
6.86,6.02,5.15,3.71,28.20,8.23,23.9,200.44,3.33,Pure
6.80,8.12,4.59,3.55,28.29,8.78,19.03,200.77,3.24,Pure
6.74,8.39,5.14,3.52,29.77,8.95,24.49,204.7,2.89,Pure
6.56,7.65,4.76,3.96,28.50,8.37,24.26,209.82,2.73,Pure
6.67,7.40,5.49,3.52,29.66,8.42,26.25,192.8,3.20,Pure
6.72,7.56,4.90,3.73,29.37,8.01,25.19,196.02,3.11,Pure
6.68,7.08,5.27,3.55,28.84,8.23,27.14,209.98,3.28,Pure
6.45,8.22,4.76,3.81,28.70,8.68,22.54,195.82,3.32,Pure
6.47,6.46,5.02,3.90,29.80,8.88,27.25,197.39,3.13,Pure
6.60,5.56,4.81,3.96,28.01,8.31,18,202.88,2.83,Pure
6.81,7.77,5.12,3.83,29.71,8.45,21.69,190.99,3.01,Pure
6.42,6.16,5.31,3.68,29.04,8.54,22.08,197.43,3.27,Pure
6.63,6.73,5.35,3.77,28.43,8.12,21.08,198.34,3.42,Pure
6.78,5.98,5.21,3.92,28.14,8.11,22.63,207.05,2.88,Pure
6.56,7.64,5.35,3.93,28.97,8.94,20.71,199.33,3.22,Pure
6.81,7.70,5.18,3.71,28.00,8.01,21.16,200.44,3.29,Pure
6.49,6.85,5.17,3.93,28.27,8.12,24.57,194.17,3.07,Pure
6.77,5.74,5.09,3.95,29.12,8.99,19.97,193.84,3.02,Pure
6.47,6.35,4.60,3.87,29.90,8.49,22.88,206.39,3.23,Pure
6.45,7.68,5.40,3.65,29.65,8.52,15.14,195.78,3.05,Pure
6.83,7.17,5.43,3.77,28.14,8.55,20.56,206.35,3.01,Pure
6.80,7.64,5.10,3.53,28.63,8.26,24.02,207.88,3.24,Pure
6.76,8.33,4.60,3.81,28.95,8.20,21.68,207.79,2.91,Pure
6.48,6.30,5.27,3.87,29.75,8.93,15.52,208.17,2.70,Pure
6.83,7.07,5.28,3.87,29.46,8.29,16.52,208.62,2.91,Pure
6.67,7.37,4.91,3.61,29.74,8.45,19.09,204.7,3.49,Pure
6.82,6.21,4.91,3.52,29.18,8.02,16.22,201.72,3.32,Pure
6.83,7.06,4.84,3.59,28.06,8.51,22.3,207.05,3.37,Pure
6.64,7.57,4.93,3.60,28.63,8.28,25.81,196.48,3.49,Pure
6.73,7.67,4.97,3.98,28.80,8.16,22.54,191.48,3.15,Pure
6.59,5.73,5.03,3.65,29.67,8.15,18.85,196.56,2.94,Pure
6.53,8.29,4.69,3.51,29.04,8.38,17.73,201.85,2.54,Pure
6.53,6.51,5.28,3.95,28.03,8.88,27.29,195.82,3.45,Pure
6.81,5.74,5.20,3.52,29.76,8.60,21.27,203.09,2.96,Pure
6.78,7.34,4.91,3.97,29.55,8.64,19.95,195.98,2.52,Pure
6.88,7.64,4.51,3.93,28.97,8.75,16.19,205.36,2.65,Pure
6.46,7.53,5.27,3.89,29.13,8.49,27.36,201.31,3.42,Pure
6.45,8.15,5.41,3.81,28.80,8.73,16.32,195.82,2.85,Pure
6.70,5.66,4.77,3.54,29.01,8.65,19.15,203.13,2.88,Pure
6.63,7.35,4.64,4.00,29.07,8.96,26.89,211.43,3.45,Pure
6.84,8.19,5.04,3.99,29.57,8.86,18.71,209.94,3.49,Pure
6.55,7.80,4.81,3.69,29.31,8.33,27.11,204.24,3.24,Pure
6.71,7.71,5.20,3.90,28.07,8.48,26.93,208.41,3.25,Pure
6.87,6.38,5.11,3.74,29.48,8.88,18.75,207.22,3.22,Pure
6.85,6.90,4.66,3.62,29.00,8.75,26.38,192.23,2.82,Pure
6.47,5.98,5.27,3.52,28.12,8.29,26.05,197.92,3.08,Pure
6.42,5.67,5.35,3.94,28.60,8.06,27.11,201.85,2.57,Pure
6.57,6.70,5.47,3.72,28.57,8.86,27.49,201.31,2.75,Pure
6.80,6.53,5.09,3.83,29.96,8.26,20.15,192.68,3.45,Pure
6.70,7.76,4.82,3.97,28.03,8.32,22.49,195.49,2.58,Pure
6.51,8.15,4.68,3.58,29.87,8.24,22.71,193.51,3.02,Pure
6.51,6.52,5.10,3.93,28.26,8.74,27.16,208.58,3.13,Pure
6.82,7.58,4.54,3.63,28.52,8.78,25.21,202.88,2.54,Pure
6.80,5.58,4.66,3.82,28.57,8.79,19.14,193.79,2.67,Pure
6.67,8.13,4.77,3.91,29.16,8.09,16.26,194.21,2.81,Pure
6.68,8.19,4.85,3.53,28.72,8.41,18.83,195.69,2.51,Pure
6.56,7.70,5.31,3.58,28.29,8.33,23.71,209.49,2.94,Pure
6.78,5.53,5.22,3.96,29.86,8.08,22.45,195.49,3.17,Pure
6.43,5.68,4.92,3.88,28.65,8.83,19.54,193.3,3.41,Pure
6.44,8.26,5.28,3.52,28.56,8.50,16.18,198.5,2.61,Pure
6.41,7.15,4.96,3.81,28.51,8.16,21.12,193.38,3.40,Pure
6.83,7.95,5.37,3.96,28.42,8.48,21.17,202.26,2.74,Pure
6.60,6.37,5.11,3.63,28.87,8.88,22.32,206.68,3.33,Pure
6.65,8.11,4.59,3.68,28.46,8.49,16.09,204.57,2.53,Pure
6.81,7.88,4.83,3.83,28.97,8.83,24.02,208.25,2.72,Pure
6.41,8.43,5.37,3.92,28.72,8.79,25.53,207.05,2.83,Pure
6.57,6.69,5.49,3.67,29.76,8.56,24.24,195.32,3.47,Pure
6.88,7.11,5.15,3.51,28.30,9.00,24.28,194.08,2.62,Pure
6.62,5.91,4.79,3.90,28.28,8.94,20.09,198.46,2.84,Pure
6.77,6.79,4.76,3.89,29.41,8.28,26.31,202.34,2.58,Pure
6.72,5.74,4.59,3.86,29.25,8.83,21.46,205.03,2.63,Pure
6.72,6.70,5.10,3.62,29.75,8.19,26.42,205.61,2.81,Pure
6.46,5.54,4.86,3.63,29.34,8.34,27.34,210.77,2.66,Pure
6.58,6.35,5.20,3.69,28.89,8.11,23.23,191.44,3.47,Pure
6.57,6.60,5.50,3.96,28.61,8.21,26.12,202.55,2.73,Pure
6.41,8.33,4.87,3.93,28.84,8.53,27.45,194.79,3.01,Pure
6.67,6.86,4.52,3.57,28.65,8.48,25.94,206.51,2.76,Pure
6.89,7.49,5.19,3.78,29.67,8.77,25.66,191.94,3.13,Pure
6.66,8.10,4.52,3.87,28.09,8.30,21.38,210.07,3.25,Pure
6.57,6.77,5.50,3.94,29.84,8.34,27.4,193.38,3.29,Pure
6.41,6.03,4.52,3.56,30.00,8.82,23.03,192.89,3.16,Pure
6.45,5.75,5.26,3.79,29.11,8.78,24.07,191.03,3.03,Pure
6.85,7.99,4.77,3.89,29.19,8.85,24.73,205.89,3.39,Pure
6.60,5.59,4.55,3.59,29.08,8.63,18.6,199.16,3.23,Pure
6.79,7.58,5.47,3.53,29.98,8.91,25.13,192.02,2.64,Pure
6.54,7.74,5.17,3.74,29.91,8.91,22.9,204.53,2.75,Pure
6.64,8.27,4.89,3.69,28.59,8.17,25.27,201.27,2.51,Pure
6.68,6.40,5.23,3.60,28.17,8.12,19.37,205.4,2.73,Pure
6.49,7.97,4.88,3.86,28.95,8.45,25.92,192.8,2.67,Pure
6.46,6.54,5.06,3.91,29.12,8.41,21.44,198.92,2.53,Pure
6.64,7.05,4.92,3.73,28.75,8.33,17.84,193.01,2.71,Pure
6.79,7.87,4.56,3.77,29.06,8.44,19.49,198.71,3.21,Pure
6.46,7.56,4.89,3.91,29.37,8.52,25.14,207.34,3.40,Pure
6.56,5.86,4.84,3.98,30.00,8.86,16.94,211.3,2.50,Pure
6.79,6.16,5.20,3.54,29.65,8.38,20.57,199.58,2.62,Pure
6.41,7.26,5.48,3.68,28.22,8.31,19.72,194,3.32,Pure
6.65,6.40,5.02,3.83,29.86,8.66,18.08,196.31,2.98,Pure
6.76,5.88,4.60,3.60,29.33,8.61,26.87,211.1,3.05,Pure
6.63,5.79,4.56,3.95,28.89,8.47,20.51,195.57,2.50,Pure
6.40,5.57,4.56,3.91,29.13,8.89,26.25,196.02,3.24,Pure
6.75,7.16,4.58,3.59,28.41,8.68,16.42,200.57,2.83,Pure
6.70,7.27,5.38,3.89,28.41,8.79,19.09,194.17,2.56,Pure
6.71,6.60,5.29,3.63,29.44,8.92,26.31,191.98,3.29,Pure
6.41,7.27,4.57,3.99,29.47,8.58,20.32,192.39,2.61,Pure
6.75,8.07,4.69,3.99,28.65,8.90,27.17,196.81,2.95,Pure
6.47,7.69,5.05,3.68,28.71,8.91,16.44,193.09,3.27,Pure
6.67,5.75,5.19,3.82,28.04,8.23,23.75,205.4,2.99,Pure
6.70,6.82,5.14,3.64,28.88,8.62,17.31,207.42,2.66,Pure
6.54,6.72,4.97,3.63,28.93,8.28,22.54,192.97,3.26,Pure
6.51,8.33,5.36,3.87,28.18,8.22,20.51,205.61,3.45,Pure
6.61,7.97,4.69,3.72,29.45,8.56,17.38,197.92,3.09,Pure
6.66,8.33,5.35,3.55,28.23,8.46,18.41,200.86,3.11,Pure
6.42,6.03,5.00,3.89,28.91,8.89,18.54,200.73,3.05,Pure
6.73,6.33,4.86,3.76,28.47,8.85,19.11,209.61,3.32,Pure
6.54,8.17,5.21,3.72,28.40,8.12,20.38,209.24,2.86,Pure
6.51,8.16,4.99,3.56,29.06,8.43,20.35,211.43,2.59,Pure
6.69,6.20,4.97,3.87,28.48,8.38,18.85,194.33,2.82,Pure
6.42,6.40,5.48,3.96,28.91,8.54,26.01,203.71,2.60,Pure
6.46,8.11,5.14,3.56,28.44,8.72,22.81,209.32,3.26,Pure
6.80,7.96,4.85,3.76,29.47,8.14,27.1,192.64,2.76,Pure
6.67,7.55,5.36,3.55,29.56,8.69,15.06,205.32,3.27,Pure
6.62,7.52,4.54,3.84,28.07,8.26,20.34,207.63,3.18,Pure
6.81,7.19,5.35,3.64,29.86,8.53,18.08,198.71,2.51,Pure
6.58,8.16,5.20,3.79,29.28,8.13,22.47,209.49,2.90,Pure
6.86,5.75,5.10,3.99,28.93,8.08,18.12,194.79,3.01,Pure
6.68,6.65,4.83,3.70,28.75,8.08,26.63,192.76,2.78,Pure
6.58,8.13,4.69,3.67,29.85,8.66,18.99,201.97,2.70,Pure
6.76,6.85,5.03,3.73,28.55,8.91,18.92,209.86,2.74,Pure
6.85,7.51,5.11,3.62,28.11,8.59,23.32,211.51,3.41,Pure
6.72,5.79,4.99,3.56,29.11,8.05,20.66,201.72,2.81,Pure
6.49,5.93,4.90,3.79,29.95,8.80,15.73,205.61,3.25,Pure
6.69,6.88,5.04,3.76,29.24,8.72,19.05,204.99,3.42,Pure
6.69,5.57,4.71,3.75,28.30,8.06,20.69,204.04,3.24,Pure
6.64,5.82,4.81,3.95,28.58,8.19,25.94,197.3,3.46,Pure
6.50,6.54,5.11,3.92,28.23,8.75,20.83,199.45,3.20,Pure
6.67,8.00,4.83,3.84,29.79,8.58,25.32,203.95,3.02,Pure
6.62,6.72,5.48,3.65,29.54,8.77,24.56,191.81,2.86,Pure
6.78,8.31,5.18,3.69,29.95,8.12,24.87,194.91,3.33,Pure
6.42,8.47,5.36,3.86,28.53,8.28,26.35,194.83,2.73,Pure
6.43,7.89,4.63,3.96,29.40,8.82,22.38,211.01,3.42,Pure
6.60,7.62,5.29,3.65,29.15,8.85,21.73,211.18,2.97,Pure
6.48,7.15,5.24,3.54,28.14,8.11,19.36,209.28,2.74,Pure
6.76,7.90,4.96,3.58,29.18,8.50,20.14,206.31,3.24,Pure
6.52,8.05,4.71,3.95,28.44,8.38,16.95,198.75,3.38,Pure
6.70,7.51,4.51,3.73,29.19,8.84,24.62,199.78,2.63,Pure
6.71,6.89,4.84,3.88,28.71,8.60,25.13,195.69,3.39,Pure
6.72,7.68,5.08,3.55,28.79,8.58,19.5,206.6,2.62,Pure
6.87,7.24,4.86,3.87,28.12,8.39,21.09,207.55,2.94,Pure
6.80,7.20,4.74,3.71,28.31,8.71,20.36,190.99,2.57,Pure
5.40,3.13,7.82,5.05,40.88,12.66,27.47,65.95,3.49,Urea
4.96,4.04,7.16,5.56,41.43,12.84,27.08,62.56,3.71,Urea
5.02,4.22,7.14,5.44,40.77,12.14,28.4,65.33,3.98,Urea
5.16,3.33,7.51,5.14,41.79,12.58,27.3,63.26,3.38,Urea
4.92,3.48,7.05,5.94,40.07,12.80,26.99,63.88,3.85,Urea
5.15,3.20,7.24,5.32,40.16,12.31,28.46,63.84,3.20,Urea
5.11,3.58,7.44,5.78,40.60,12.62,27.79,63.8,3.13,Urea
5.18,4.14,7.87,5.94,41.03,12.73,28.88,63.22,3.94,Urea
4.96,3.15,7.71,5.20,41.79,12.72,27.96,62.19,3.78,Urea
5.01,3.35,7.16,5.16,41.75,12.85,28.06,57.73,3.96,Urea
4.96,3.18,7.21,5.35,40.39,12.99,27.66,55.17,3.46,Urea
4.90,4.44,7.08,5.27,41.75,12.30,27.86,63.47,3.07,Urea
5.16,4.02,7.65,5.59,40.25,12.46,27.07,61.57,3.45,Urea
4.92,4.25,7.59,5.96,40.93,12.92,28.55,63.55,3.36,Urea
5.10,3.56,7.29,5.53,41.76,12.64,27.77,65.95,3.52,Urea
4.94,3.39,7.96,5.67,40.04,12.22,29.04,60,3.42,Urea
5.07,4.30,7.76,5.22,40.11,12.29,29.02,58.84,3.85,Urea
4.93,3.83,7.28,5.34,40.40,12.39,28.75,59.09,3.86,Urea
5.08,4.06,7.98,5.45,41.57,12.90,27.73,61.32,3.73,Urea
5.42,4.10,7.56,5.24,41.85,12.02,26.89,57.11,3.14,Urea
4.92,4.48,7.80,5.11,41.10,12.13,27.29,61.78,3.12,Urea
4.93,4.48,7.47,5.86,41.80,12.63,27.77,65.99,3.17,Urea
5.22,3.77,7.67,5.68,41.03,12.52,27.14,60.58,3.51,Urea
4.94,4.12,7.54,5.95,40.08,12.87,28.93,55.87,3.43,Urea
5.15,3.56,7.19,5.85,40.64,12.38,28.91,63.72,3.42,Urea
4.95,3.47,7.05,5.53,40.35,12.20,28.1,55.95,3.95,Urea
5.49,4.31,7.77,5.83,41.38,12.88,26.77,55.95,3.01,Urea
5.12,4.10,7.62,5.26,40.27,12.09,29.06,63.18,3.35,Urea
5.12,3.29,7.84,5.91,41.77,12.74,28.11,56.82,3.78,Urea
5.45,4.45,7.72,5.76,41.40,12.64,27.84,66.52,3.78,Urea
5.13,3.41,7.70,5.57,41.83,12.12,28.01,61.94,3.96,Urea
5.15,4.28,7.68,5.32,41.73,12.65,29.23,54.8,3.79,Urea
5.50,3.51,7.72,5.66,41.66,12.17,29.23,57.61,3.40,Urea
5.11,3.37,7.08,5.09,41.28,12.38,27.38,57.85,3.86,Urea
5.44,3.48,7.40,5.39,40.37,12.03,27.84,62.23,3.40,Urea
5.12,3.73,7.69,5.80,41.13,12.15,27.75,62.77,3.74,Urea
5.21,3.26,7.27,5.02,40.77,12.59,28.42,64.71,3.01,Urea
5.42,3.26,7.76,5.97,40.80,12.50,28.23,63.39,3.18,Urea
4.97,3.26,7.56,5.74,41.54,12.96,27.72,56.74,3.45,Urea
5.32,3.08,7.80,5.46,40.34,12.03,28.06,58.18,3.59,Urea
5.06,3.58,7.59,5.46,41.17,12.88,26.91,58.97,3.30,Urea
5.23,4.18,7.00,5.02,41.71,12.64,26.78,60.41,3.78,Urea
5.44,3.51,7.07,5.87,41.34,12.64,28.23,65.33,3.66,Urea
5.06,4.41,8.00,5.05,41.23,12.40,27.46,62.44,3.09,Urea
4.90,3.84,7.97,5.41,41.01,12.18,27.7,65.29,3.06,Urea
4.95,3.15,7.18,5.31,40.80,12.06,28.88,62.56,3.24,Urea
4.99,3.22,7.91,5.69,41.88,12.08,28.52,57.03,3.98,Urea
5.48,3.27,7.53,5.45,41.55,12.55,28.35,59.92,3.98,Urea
5.20,4.07,7.07,5.92,41.91,12.10,29.01,65.04,3.30,Urea
5.35,4.33,7.15,5.94,40.56,12.75,28.45,63.18,3.66,Urea
5.25,4.27,7.78,5.27,40.20,12.70,27.47,61.82,3.12,Urea
5.37,4.42,7.50,5.29,41.73,12.68,28.96,55.75,3.73,Urea
5.09,3.52,7.65,5.68,40.91,12.31,26.84,56.24,3.43,Urea
4.97,4.25,7.70,5.01,41.63,12.02,27.38,62.81,3.02,Urea
5.12,3.30,7.84,5.24,40.14,12.32,28.41,62.23,3.62,Urea
5.19,3.77,7.23,5.45,40.79,12.56,28.93,56.2,3.77,Urea
4.94,3.93,7.18,5.73,40.86,12.78,27.38,66.77,3.36,Urea
5.17,3.38,7.96,5.64,40.30,12.42,26.9,63.01,3.85,Urea
5.24,3.22,7.23,5.80,40.54,12.81,27.2,58.76,3.73,Urea
4.91,3.01,7.49,5.11,41.69,12.07,28.14,62.85,3.18,Urea
5.20,3.60,7.99,5.91,41.53,12.62,28.62,54.8,3.82,Urea
5.27,3.78,7.31,5.64,40.19,12.70,26.86,58.02,3.57,Urea
5.44,3.18,7.31,5.85,41.37,12.78,28.27,65,3.97,Urea
5.23,3.72,7.27,5.19,40.59,12.20,28.71,61.57,3.85,Urea
5.15,4.07,7.13,5.83,40.81,12.10,26.8,58.76,3.34,Urea
5.26,4.42,7.83,5.10,41.15,12.48,28.27,62.4,3.10,Urea
5.26,4.04,7.68,5.23,41.49,12.45,28.41,57.69,3.41,Urea
4.99,4.44,7.55,5.57,40.91,12.01,27.77,65.78,3.93,Urea
5.29,4.23,7.97,5.96,41.57,12.71,27.62,62.06,3.57,Urea
5.11,4.32,7.68,5.95,41.10,12.27,28.32,61.73,3.02,Urea
5.36,3.15,7.99,5.67,40.50,12.17,28.62,60.17,3.51,Urea
5.17,3.09,7.33,5.11,41.79,12.13,27.81,58.35,3.58,Urea
5.20,4.30,7.08,5.56,40.21,12.35,28.87,60.91,3.13,Urea
5.48,3.90,7.88,5.89,40.76,12.43,28.44,63.55,3.99,Urea
5.15,3.73,7.05,5.55,41.40,12.70,28.39,61.07,3.19,Urea
4.90,4.31,7.21,5.76,40.63,12.94,27.27,57.77,3.79,Urea
5.25,3.33,7.72,5.80,40.44,12.54,28.58,58.72,3.27,Urea
5.19,3.97,7.75,5.34,40.44,12.51,27.55,63.26,3.29,Urea
4.95,3.20,7.75,5.81,41.94,12.26,28.68,63.47,3.04,Urea
5.44,3.93,7.12,5.59,41.04,12.39,28.37,64.13,3.69,Urea
4.91,4.14,7.69,5.09,41.08,12.24,28.46,56.82,3.58,Urea
5.38,3.83,7.14,5.73,41.34,12.17,27.76,63.39,3.61,Urea
5.29,4.28,7.51,5.13,41.05,12.77,28.89,56.74,3.12,Urea
5.24,3.56,7.95,5.61,40.58,12.06,27.7,54.8,3.12,Urea
5.35,3.97,7.59,5.86,41.87,12.71,28.85,60.33,3.44,Urea
5.07,3.35,7.03,5.88,40.95,12.79,27.45,64.87,3.56,Urea
5.09,3.42,7.71,5.86,40.75,12.94,27.17,64.17,3.63,Urea
5.25,3.26,7.23,5.70,41.78,12.04,28.07,56.78,3.58,Urea
5.33,3.70,7.50,5.60,41.19,12.29,26.9,54.96,3.82,Urea
5.34,3.41,7.51,5.04,40.94,12.89,29.02,65.91,3.97,Urea
5.14,3.05,7.55,5.89,40.81,12.91,28.5,66.52,3.13,Urea
5.13,3.73,7.99,5.72,40.48,12.41,28.41,60.04,3.84,Urea
5.36,3.16,7.31,5.90,40.83,12.35,28.96,56.45,3.34,Urea
5.40,4.16,7.40,5.84,40.67,12.73,28.41,61.78,3.03,Urea
5.06,3.46,7.95,5.77,41.94,12.10,27.81,55.04,3.50,Urea
5.06,3.20,7.69,5.78,40.60,12.44,28.62,66.81,3.92,Urea
4.95,4.18,7.70,5.95,41.59,12.29,28.28,59.88,3.12,Urea
5.20,4.39,7.74,5.75,41.39,12.52,29.38,57.89,3.23,Urea
5.23,3.12,7.00,5.16,41.54,12.64,28.75,56.9,3.20,Urea
5.18,3.72,7.31,5.29,40.77,12.39,27.25,62.23,3.77,Urea
5.05,4.23,7.25,5.57,41.21,12.17,28.88,65.86,3.73,Urea
5.14,3.60,7.97,5.23,40.11,12.57,27.49,54.63,3.95,Urea
5.18,4.45,7.08,5.02,41.81,12.10,29.15,64.38,3.87,Urea
4.95,3.31,8.00,5.02,41.01,12.60,28.33,55.83,3.81,Urea
5.10,3.49,7.71,5.47,41.81,12.68,27.2,60.95,3.48,Urea
5.22,3.17,7.66,5.68,41.72,12.84,28.07,66.07,3.17,Urea
5.20,4.12,7.55,5.65,40.36,12.38,27.28,65.08,3.65,Urea
5.08,4.16,7.91,5.30,40.20,12.58,28.85,63.3,3.74,Urea
5.42,3.55,7.50,5.98,40.44,12.28,28.79,55.04,3.56,Urea
4.98,3.78,7.57,5.42,40.45,12.46,27.59,56.66,3.68,Urea
5.31,3.71,7.94,5.84,41.30,12.26,27.08,59.55,3.85,Urea
5.49,3.38,7.74,5.50,40.72,12.81,28.5,55.21,3.25,Urea
5.49,3.11,7.81,5.33,40.18,12.92,28.28,62.35,3.03,Urea
4.91,3.76,7.24,5.72,41.54,12.36,28.05,55.04,3.71,Urea
5.17,4.47,7.96,5.58,41.69,12.32,28.39,54.71,3.18,Urea
5.49,3.57,7.14,5.21,40.93,12.09,28.87,66.03,3.91,Urea
4.98,3.39,7.51,5.57,41.18,12.19,27.9,64.67,3.50,Urea
5.18,4.09,7.97,5.53,41.15,12.41,28.66,56.99,3.71,Urea
5.21,3.34,7.80,5.11,41.03,12.96,28.78,63.68,3.15,Urea
5.39,3.02,7.35,5.26,41.59,12.44,28.39,56.08,3.38,Urea
5.05,4.09,7.75,6.00,40.36,12.56,26.98,56.37,3.05,Urea
4.95,3.73,7.51,5.10,40.40,12.40,28.07,66.19,3.96,Urea
5.45,3.52,7.63,5.77,40.14,12.07,27.34,58.97,3.08,Urea
5.10,3.03,7.30,5.58,40.33,12.46,28.95,66.07,3.50,Urea
5.28,4.15,7.43,5.62,40.22,12.30,28.48,65.37,3.56,Urea
4.91,3.49,7.03,5.46,41.03,12.14,28.98,62.44,3.11,Urea
